product_id,product_name,category,subcategory,cost_price
PRD-0490,'Right-Sized Tangible Focus Group' Book,Books,Sci-Fi,452.79
PRD-0491,Aqua Jacket,Clothing,Jackets,591.21
PRD-0492,Tomato Jacket,Clothing,Jackets,1689.11
PRD-0493,'Ergonomic Attitude-Oriented Encoding' Book,Books,Non-Fiction,933.06
PRD-0494,"Russell, Peters And Allen Headphone Model 9",Electronics,Headphones,30446.0
PRD-0495,Wooden Cookware,Home,Cookware,9743.47
PRD-0496,'Phased Secondary Structure' Book,Books,Children,606.56
PRD-0497,Metal Lighting,Home,Lighting,14274.86
PRD-0498,Metal Bedding,Home,Bedding,3514.16
PRD-0499,Slategray Jean,Clothing,Jeans,570.39
PRD-0500,Mcguire-Davis Camera Model 9,Electronics,Cameras,66892.03
PRD-0501,Sullivan And Sons Headphone Model 3,Electronics,Headphones,47981.09
PRD-0502,Linen Jean,Clothing,Jeans,1068.06
PRD-0503,Navajowhite Sock,Clothing,Socks,409.72
PRD-0504,Ceramic Cookware,Home,Cookware,9217.34
PRD-0505,'Phased Neutral Moderator' Book,Books,Non-Fiction,847.62
PRD-0506,Metal Bedding,Home,Bedding,5612.44
PRD-0507,'Monitored Interactive Synergy' Book,Books,Biography,1177.21
PRD-0508,'Reactive Full-Range Help-Desk' Book,Books,Children,838.44
PRD-0509,Saddlebrown Jean,Clothing,Jeans,4046.04
PRD-0510,Lightpink Jacket,Clothing,Jackets,450.46
PRD-0511,'Integrated Eco-Centric Emulation' Book,Books,Sci-Fi,876.36
PRD-0512,Griffith Llc Camera Model 2,Electronics,Cameras,23162.51
PRD-0513,Darkorchid Jacket,Clothing,Jackets,2356.73
PRD-0514,Whitesmoke Sock,Clothing,Socks,640.23
PRD-0515,Ghostwhite Sock,Clothing,Socks,4446.22
PRD-0516,Robinson Group Smartwatche Model 1,Electronics,Smartwatches,32018.09
PRD-0517,Ceramic Cookware,Home,Cookware,14918.7
PRD-0518,Wooden Cookware,Home,Cookware,4882.47
PRD-0519,Hardy-Bray Headphone Model 3,Electronics,Headphones,11439.17
PRD-0520,Metal Bedding,Home,Bedding,11418.79
PRD-0521,'Progressive Radical Forecast' Book,Books,Biography,961.49
PRD-0522,Wall Llc Phone Model 5,Electronics,Phones,17644.55
PRD-0523,Khaki Sneaker,Clothing,Sneakers,4713.08
PRD-0524,'Multi-Lateral Context-Sensitive Framework' Book,Books,Fiction,1186.64
PRD-0525,Aquamarine Jacket,Clothing,Jackets,784.87
PRD-0526,White Sock,Clothing,Socks,3266.97
PRD-0527,'De-Engineered Even-Keeled Analyzer' Book,Books,Fiction,255.2
PRD-0528,'Business-Focused Neutral Frame' Book,Books,Children,850.48
PRD-0529,Darksalmon Jean,Clothing,Jeans,1598.11
PRD-0530,"Oneill, Henry And Salas Camera Model 6",Electronics,Cameras,19624.86
PRD-0531,'Re-Engineered Executive Leverage' Book,Books,Non-Fiction,1030.12
PRD-0532,Alexander-Lopez Camera Model 6,Electronics,Cameras,5880.51
PRD-0533,King Group Smartwatche Model 8,Electronics,Smartwatches,3960.99
PRD-0534,'Customizable Asymmetric Initiative' Book,Books,Sci-Fi,455.11
PRD-0535,Jones-Soto Headphone Model 2,Electronics,Headphones,27911.8
PRD-0536,Hernandez Plc Camera Model 6,Electronics,Cameras,11106.06
PRD-0537,Glass Decor,Home,Decor,12230.61
PRD-0538,Limegreen Sock,Clothing,Socks,4907.93
PRD-0539,'Configurable Dynamic Capability' Book,Books,Non-Fiction,1236.1
PRD-0540,"Duran, Obrien And Gibbs Smartwatche Model 1",Electronics,Smartwatches,23828.68
PRD-0541,Rowe Group Laptop Model 1,Electronics,Laptops,25589.87
PRD-0542,Ceramic Decor,Home,Decor,14838.47
PRD-0543,'Organized Leadingedge Framework' Book,Books,Sci-Fi,151.27
PRD-0544,Pink Jacket,Clothing,Jackets,1913.48
PRD-0545,Carroll-Brown Headphone Model 5,Electronics,Headphones,10395.76
PRD-0546,Ceramic Bedding,Home,Bedding,11188.12
PRD-0547,'User-Centric Bandwidth-Monitored Task-Force' Book,Books,Sci-Fi,1463.21
PRD-0548,'Expanded Responsive Data-Warehouse' Book,Books,Biography,614.29
PRD-0549,Ceramic Furniture,Home,Furniture,1322.07
PRD-0550,Lightgray Sneaker,Clothing,Sneakers,1610.08
PRD-0551,"Miller, Allen And Arnold Phone Model 6",Electronics,Phones,53043.08
PRD-0552,Ceramic Bedding,Home,Bedding,2624.67
PRD-0553,'Diverse 24Hour Installation' Book,Books,Sci-Fi,725.98
PRD-0554,Ceramic Decor,Home,Decor,4227.15
PRD-0555,Norris-Harrison Phone Model 7,Electronics,Phones,29383.23
PRD-0556,Blanchedalmond T-Shirt,Clothing,T-Shirts,885.34
PRD-0557,'Focused Executive Strategy' Book,Books,Fiction,276.72
PRD-0558,Lightskyblue Jacket,Clothing,Jackets,1938.32
PRD-0559,"Heath, Jones And Hall Camera Model 3",Electronics,Cameras,54485.43
PRD-0560,Ceramic Lighting,Home,Lighting,11481.8
PRD-0561,Lightgray Sneaker,Clothing,Sneakers,1961.36
PRD-0562,Metal Lighting,Home,Lighting,14413.72
PRD-0563,"Lawrence, Lara And Gonzalez Laptop Model 8",Electronics,Laptops,41660.75
PRD-0564,Stephens Ltd Headphone Model 5,Electronics,Headphones,56471.01
PRD-0565,Deeppink Sneaker,Clothing,Sneakers,1570.77
PRD-0566,'Future-Proofed Client-Server Archive' Book,Books,Non-Fiction,271.69
PRD-0567,Martin Llc Smartwatche Model 3,Electronics,Smartwatches,71944.98
PRD-0568,'Right-Sized Value-Added Open System' Book,Books,Fiction,1234.72
PRD-0569,Wooden Lighting,Home,Lighting,8317.46
PRD-0570,Metal Lighting,Home,Lighting,10720.37
PRD-0571,Lightslategray Jacket,Clothing,Jackets,2642.03
PRD-0572,Martinez-Barker Laptop Model 3,Electronics,Laptops,19320.53
PRD-0573,'Total Impactful Flexibility' Book,Books,Fiction,605.26
PRD-0574,Metal Bedding,Home,Bedding,9237.43
PRD-0575,"Fernandez, Kim And George Phone Model 5",Electronics,Phones,32153.72
PRD-0576,'Optional User-Facing Graphic Interface' Book,Books,Children,675.11
PRD-0577,'Robust Eco-Centric Algorithm' Book,Books,Children,203.25
PRD-0578,Ceramic Furniture,Home,Furniture,7067.62
PRD-0579,Metal Cookware,Home,Cookware,11551.56
PRD-0580,Darkgoldenrod Sock,Clothing,Socks,2613.75
PRD-0581,Hayden Plc Phone Model 9,Electronics,Phones,12664.73
PRD-0582,Beige Jean,Clothing,Jeans,1748.77
PRD-0583,Lightgreen Jacket,Clothing,Jackets,4747.92
PRD-0584,Glass Furniture,Home,Furniture,3065.08
PRD-0585,Glass Cookware,Home,Cookware,9274.26
PRD-0586,"Williams, Avila And Ruiz Camera Model 3",Electronics,Cameras,47548.77
PRD-0587,Red Jean,Clothing,Jeans,3361.92
PRD-0588,Wooden Decor,Home,Decor,12404.76
PRD-0589,White-Richards Phone Model 1,Electronics,Phones,75909.47
PRD-0590,Ceramic Cookware,Home,Cookware,9328.91
PRD-0591,"Olsen, Costa And Harrison Smartwatche Model 9",Electronics,Smartwatches,23528.9
PRD-0592,Metal Bedding,Home,Bedding,12099.62
PRD-0593,'Open-Source Full-Range Graphic Interface' Book,Books,Sci-Fi,734.96
PRD-0594,"Garcia, Martin And Jenkins Laptop Model 8",Electronics,Laptops,33541.93
PRD-0595,'Proactive Executive Protocol' Book,Books,Non-Fiction,576.27
PRD-0596,Palegoldenrod Jacket,Clothing,Jackets,4335.13
PRD-0597,Ceramic Lighting,Home,Lighting,2091.88
PRD-0598,Wooden Decor,Home,Decor,4888.87
PRD-0599,'Virtual Neutral Alliance' Book,Books,Fiction,474.46
PRD-0600,Saddlebrown Jean,Clothing,Jeans,664.7
PRD-0601,Ceramic Bedding,Home,Bedding,3836.81
PRD-0602,Darkcyan Jacket,Clothing,Jackets,4682.01
PRD-0603,Metal Cookware,Home,Cookware,7549.24
PRD-0604,'Intuitive Eco-Centric Graphic Interface' Book,Books,Biography,1330.71
PRD-0605,'Customizable Zero Administration Initiative' Book,Books,Fiction,226.07
PRD-0606,'Profound 24Hour Protocol' Book,Books,Children,740.12
PRD-0607,Yellow Jean,Clothing,Jeans,3000.05
PRD-0608,Gutierrez-Lopez Phone Model 5,Electronics,Phones,39844.09
PRD-0609,'Multi-Lateral Regional System Engine' Book,Books,Sci-Fi,851.37
PRD-0610,Garrett-Wolf Smartwatche Model 3,Electronics,Smartwatches,70655.23
PRD-0611,Glass Bedding,Home,Bedding,821.85
PRD-0612,Adams And Sons Camera Model 9,Electronics,Cameras,15975.1
PRD-0613,Ceramic Furniture,Home,Furniture,7638.19
PRD-0614,Wooden Decor,Home,Decor,2060.65
PRD-0615,Kim-Wolfe Smartwatche Model 6,Electronics,Smartwatches,63694.33
PRD-0616,Glass Decor,Home,Decor,11361.23
PRD-0617,Darkred Sneaker,Clothing,Sneakers,2643.79
PRD-0618,Dudley Plc Phone Model 1,Electronics,Phones,11394.39
PRD-0619,Ceramic Bedding,Home,Bedding,2361.77
PRD-0620,Lawngreen Jacket,Clothing,Jackets,4670.57
