customer_id,customer_name,email,registration_date,customer_type
CUST-1355,Erin Simon,erin.simon@example.com,2024-08-11,REGULAR
CUST-1356,Michelle Smith,michelle.smith@example.com,2023-09-25,REGULAR
CUST-1357,Edward Craig,edward.craig@example.com,2024-02-21,VIP
CUST-1358,Levi Fowler,levi.fowler@example.com,2023-04-20,VIP
CUST-1359,Jeffrey Murphy,jeffrey.murphy@example.com,2023-03-16,VIP
CUST-1360,Brandon Holden,brandon.holden@example.com,2023-10-29,PREMIUM
CUST-1361,Timothy Smith,timothy.smith@example.com,2025-08-27,REGULAR
CUST-1362,Jeremy Adams,jeremy.adams@example.com,2025-04-02,VIP
CUST-1363,Kevin Berry,kevin.berry@example.com,2025-09-06,PREMIUM
CUST-1364,Ian Young,ian.young@example.com,2025-06-16,VIP
CUST-1365,Julie Moore,julie.moore@example.com,2025-04-12,VIP
CUST-1366,Tammy Barron,tammy.barron@example.com,2023-09-14,VIP
CUST-1367,Melissa Fowler,melissa.fowler@example.com,2024-03-29,PREMIUM
CUST-1368,Holly Walker,holly.walker@example.com,2024-07-30,PREMIUM
CUST-1369,Karen Gibson,karen.gibson@example.com,2025-02-27,REGULAR
CUST-1370,Jacqueline Miles DVM,jacqueline.miles.dvm@example.com,2025-02-14,PREMIUM
CUST-1371,Rebecca Petersen,rebecca.petersen@example.com,2025-09-11,PREMIUM
CUST-1372,Melanie Larson,melanie.larson@example.com,2024-11-28,PREMIUM
CUST-1373,Kelly Rice,kelly.rice@example.com,2025-07-07,VIP
CUST-1374,Thomas Rodriguez,thomas.rodriguez@example.com,2025-06-01,REGULAR
CUST-1375,Stephanie Harris,stephanie.harrisexample.com,2024-05-08,REGULAR
CUST-1376,Carmen Bond,carmen.bond@example.com,2023-09-22,REGULAR
CUST-1377,Michael Love,michael.love@example.com,2024-01-27,VIP
CUST-1378,Steven Griffin Jr.,steven.griffin.jr.@example.com,2025-03-18,REGULAR
CUST-1379,Jason Elliott,jason.elliott@example.com,2024-11-24,VIP
CUST-1380,Megan Parker,megan.parker@example.com,2023-08-24,PREMIUM
CUST-1381,David Smith,david.smith@example.com,2024-02-27,PREMIUM
CUST-1382,Benjamin Henderson,benjamin.henderson@example.com,2024-06-12,VIP
CUST-1383,Kimberly Brown,kimberly.brown@example.com,2023-01-10,VIP
CUST-1384,Victoria Kennedy,victoria.kennedy@example.com,2025-05-02,PREMIUM
CUST-1385,Christopher Taylor,christopher.taylor@example.com,2023-09-12,PREMIUM
CUST-1386,Monica Stuart,monica.stuart@example.com,2023-04-06,PREMIUM
CUST-1387,Steven West,steven.west@example.com,2024-11-20,VIP
CUST-1388,Jamie Miller,jamie.miller@example.com,2025-04-20,PREMIUM
CUST-1389,Shelly Anderson,shelly.anderson@example.com,2023-03-19,VIP
CUST-1390,Barbara Haney,barbara.haney@example.com,2025-08-11,REGULAR
CUST-1391,Cameron Irwin,cameron.irwin@example.com,2024-05-02,PREMIUM
CUST-1392,Nicole Good,nicole.good@example.com,2023-12-29,REGULAR
CUST-1393,Nathan Coleman,nathan.coleman@example.com,2025-07-04,VIP
CUST-1394,David Murray,david.murray@example.com,2023-10-03,REGULAR
CUST-1395,Colin Golden,colin.golden@example.com,2025-08-27,VIP
CUST-1396,Amanda Keller,amanda.keller@example.com,2024-11-30,REGULAR
CUST-1397,Taylor Small,taylor.small@example.com,2024-05-25,VIP
CUST-1398,Austin Wheeler,austin.wheeler@example.com,2023-07-24,REGULAR
CUST-1399,Michael Brennan,michael.brennan@example.com,2025-01-23,REGULAR
CUST-1400,Andrew Gonzales,andrew.gonzales@example.com,2025-06-12,PREMIUM
CUST-1401,Nicole Parsons,nicole.parsons@example.com,2023-07-31,REGULAR
CUST-1402,Wyatt Young,wyatt.young@example.com,2023-07-27,REGULAR
CUST-1403,Laura Ray,laura.ray@example.com,2025-05-06,VIP
CUST-1404,Sabrina Young,sabrina.young@example.com,2023-12-31,REGULAR
CUST-1405,Victoria Boyd,victoria.boyd@example.com,2025-03-08,REGULAR
CUST-1406,Donald Hawkins,donald.hawkins@example.com,2023-05-03,REGULAR
CUST-1407,Nancy Thompson,nancy.thompson@example.com,2024-11-23,VIP
CUST-1408,Kristi Williams,kristi.williams@example.com,2024-05-19,VIP
CUST-1409,Mason James,mason.james@example.com,2023-01-07,VIP
CUST-1410,Melissa Russell,melissa.russell@example.com,2025-09-07,REGULAR
CUST-1411,Clinton Medina,clinton.medina@example.com,2025-05-18,PREMIUM
CUST-1412,Darin Mathews,darin.mathews@example.com,2024-01-16,VIP
CUST-1413,Joel Brown,joel.brown@example.com,2023-11-19,PREMIUM
CUST-1414,Jason Moreno,jason.moreno@example.com,2025-07-08,VIP
CUST-1415,David Rivera,david.rivera@example.com,2025-06-08,PREMIUM
CUST-1416,Jerry Watson,jerry.watson@example.com,2024-05-17,REGULAR
CUST-1417,Sandra Williams,sandra.williams@example.com,2025-02-21,VIP
CUST-1418,Larry Williams,larry.williams@example.com,2023-10-14,PREMIUM
CUST-1419,Robert Matthews,robert.matthews@example.com,2023-08-16,VIP
CUST-1420,Claire Clark,claire.clark@example.com,2023-05-12,REGULAR
CUST-1421,Elizabeth Stout,elizabeth.stout@example.com,2024-06-22,PREMIUM
CUST-1422,Colton Figueroa,colton.figueroa@example.com,2024-05-04,VIP
CUST-1423,Nicole Rocha,nicole.rochaexample.com,2023-02-03,VIP
CUST-1424,Michele Sanders,michele.sanders@example.com,2023-12-22,PREMIUM
CUST-1425,Frank Campbell,frank.campbell@example.com,2025-05-31,VIP
CUST-1426,Matthew Parker,matthew.parker@example.com,2025-03-05,REGULAR
CUST-1427,Stephen Owens,stephen.owens@example.com,2024-04-13,REGULAR
CUST-1428,Miranda Gill,miranda.gill@example.com,2024-12-16,VIP
CUST-1429,Dale Edwards,dale.edwards@example.com,2024-04-16,PREMIUM
CUST-1430,Sean Figueroa,sean.figueroa@example.com,2024-12-06,REGULAR
CUST-1431,Juan Silva,juan.silva@example.com,2023-01-13,VIP
CUST-1432,Elizabeth Gonzalez,elizabeth.gonzalez@example.com,2023-08-04,PREMIUM
CUST-1433,Kelly Sanchez,kelly.sanchez@example.com,2024-08-17,REGULAR
CUST-1434,Terri Morgan,terri.morgan@example.com,2023-11-30,PREMIUM
CUST-1435,Katherine Cummings,katherine.cummings@example.com,2024-09-19,PREMIUM
CUST-1436,Julia Oconnor,julia.oconnor@example.com,2023-07-11,VIP
CUST-1437,Charles Payne,charles.payne@example.com,2023-09-27,REGULAR
CUST-1438,Steve Mooney,steve.mooney@example.com,2023-10-03,PREMIUM
CUST-1439,Kelly Combs,kelly.combs@example.com,2025-09-08,VIP
CUST-1440,Robert Williams,robert.williams@example.com,2023-12-18,PREMIUM
CUST-1441,Chad Mccoy,chad.mccoy@example.com,2023-07-08,PREMIUM
CUST-1442,Chris Robinson,chris.robinson@example.com,2024-03-10,REGULAR
CUST-1443,Antonio Little,antonio.little@example.com,2024-03-05,VIP
CUST-1444,Susan Hopkins,susan.hopkins@example.com,2025-02-09,PREMIUM
CUST-1445,Joseph Jenkins,joseph.jenkins@example.com,2024-01-09,PREMIUM
CUST-1446,Nathan Nichols,nathan.nichols@example.com,2023-10-14,PREMIUM
CUST-1447,Jonathan Wolfe,jonathan.wolfe@example.com,2023-07-04,VIP
CUST-1448,Todd White,todd.white@example.com,2023-05-15,VIP
CUST-1449,Kelly Allen,kelly.allen@example.com,2024-12-03,REGULAR
CUST-1450,Dawn Gomez,dawn.gomez@example.com,2025-04-13,REGULAR
CUST-1451,Angela Chung,angela.chung@example.com,2025-01-08,PREMIUM
CUST-1452,David Terry,david.terry@example.com,2025-04-03,REGULAR
CUST-1453,Ronald Miller,ronald.miller@example.com,2024-07-22,PREMIUM
CUST-1454,Marie Johnson MD,marie.johnson.md@example.com,2025-05-26,PREMIUM
CUST-1455,John Walsh,john.walsh@example.com,2023-07-20,REGULAR
CUST-1456,Angela Bruce,angela.bruce@example.com,2025-03-30,VIP
CUST-1457,Erin Madden,erin.madden@example.com,2023-06-03,PREMIUM
CUST-1458,Stephanie Ellison,stephanie.ellison@example.com,2025-04-05,REGULAR
CUST-1459,Steven Schwartz,steven.schwartz@example.com,2023-06-30,PREMIUM
CUST-1460,Denise Glass,denise.glass@example.com,2024-05-26,REGULAR
CUST-1461,Diana Daniels,diana.daniels@example.com,2025-07-03,VIP
CUST-1462,Cassie Jefferson,cassie.jefferson@example.com,2024-06-13,VIP
CUST-1463,Daniel Thomas,daniel.thomas@example.com,2025-01-07,PREMIUM
CUST-1464,Samantha Hickman,samantha.hickman@example.com,2025-03-15,PREMIUM
CUST-1465,Justin Knight,justin.knight@example.com,2023-11-04,PREMIUM
CUST-1466,Megan Fernandez,megan.fernandez@example.com,2024-07-29,VIP
CUST-1467,Patrick Gibbs,patrick.gibbs@example.com,2023-02-18,PREMIUM
CUST-1468,Angela Mcgee,angela.mcgee@example.com,2023-04-12,VIP
CUST-1469,Brent Hall,brent.hall@example.com,2023-06-17,REGULAR
CUST-1470,Larry Austin,larry.austin@example.com,2023-08-09,PREMIUM
CUST-1471,Tracy Nguyen,tracy.nguyen@example.com,2024-05-02,VIP
CUST-1472,Rachel Hayes,rachel.hayes@example.com,2023-04-09,PREMIUM
CUST-1473,Juan Bennett,juan.bennett@example.com,2025-02-01,PREMIUM
CUST-1474,Kevin James,kevin.james@example.com,2023-09-24,PREMIUM
CUST-1475,Elizabeth Wright,elizabeth.wright@example.com,2024-01-04,VIP
CUST-1476,Derrick James,derrick.james@example.com,2024-07-24,PREMIUM
CUST-1477,Brittany Price,brittany.price@example.com,2023-12-19,REGULAR
CUST-1478,Brandon Hahn,brandon.hahn@example.com,2024-02-26,REGULAR
CUST-1479,Philip Garcia,philip.garcia@example.com,2023-12-26,VIP
CUST-1480,Jeffrey Hawkins,jeffrey.hawkins@example.com,2025-09-13,VIP
CUST-1481,Ashley Davis,ashley.davis@example.com,2023-07-23,VIP
CUST-1482,Linda Mueller,linda.mueller@example.com,2024-08-12,VIP
CUST-1483,Alexandria Gutierrez,alexandria.gutierrez@example.com,2024-10-26,VIP
CUST-1484,Misty Hansen,misty.hansen@example.com,2023-06-28,PREMIUM
CUST-1485,Dana Meyer DDS,dana.meyer.dds@example.com,2023-12-30,PREMIUM
CUST-1486,Derrick Adams,derrick.adams@example.com,2024-11-20,VIP
CUST-1487,Christopher Hill,christopher.hill@example.com,2024-05-14,VIP
CUST-1488,Richard Ward,richard.ward@example.com,2024-04-02,REGULAR
CUST-1489,Michelle Simpson,michelle.simpson@example.com,2024-01-26,VIP
CUST-1490,Judith Taylor,judith.taylor@example.com,2023-10-21,PREMIUM
CUST-1491,James Skinner,james.skinner@example.com,2024-10-08,REGULAR
CUST-1492,Scott Alexander,scott.alexander@example.com,2025-06-08,REGULAR
CUST-1493,Rodney Curtis,rodney.curtis@example.com,2024-10-17,PREMIUM
CUST-1494,Elizabeth Morrison,elizabeth.morrison@example.com,2024-03-07,VIP
CUST-1495,Karen Thompson,karen.thompson@example.com,2024-09-19,VIP
CUST-1496,Francis Navarro,francis.navarro@example.com,2024-02-19,REGULAR
CUST-1497,Tracy Casey,tracy.casey@example.com,2023-03-23,REGULAR
CUST-1498,Douglas Hartman,douglas.hartman@example.com,2023-12-18,REGULAR
CUST-1499,Timothy Gonzalez,timothy.gonzalez@example.com,2023-11-18,PREMIUM
CUST-1500,Catherine Saunders MD,catherine.saunders.md@example.com,2024-10-30,PREMIUM
CUST-1501,Terri Clark,terri.clark@example.com,2024-12-28,PREMIUM
CUST-1502,Sandra Jones,sandra.jones@example.com,2024-09-11,VIP
CUST-1503,Rebecca Chambers,rebecca.chambers@example.com,2024-02-09,PREMIUM
CUST-1504,Eric King,eric.king@example.com,2025-06-27,PREMIUM
CUST-1505,Jay Bennett,jay.bennett@example.com,2025-03-10,PREMIUM
CUST-1506,Kyle Aguilar,kyle.aguilar@example.com,2025-02-04,VIP
CUST-1507,Tammy Kane,tammy.kane@example.com,2024-06-17,PREMIUM
CUST-1508,Andrew Schmitt,andrew.schmitt@example.com,2024-02-28,REGULAR
CUST-1509,Robin Wheeler,robin.wheeler@example.com,2023-07-08,REGULAR
CUST-1510,Ashley Wright,ashley.wright@example.com,2023-05-09,VIP
CUST-1511,Carol Salazar,carol.salazar@example.com,2023-08-29,VIP
CUST-1512,Maria Lucas,maria.lucas@example.com,2023-09-15,VIP
CUST-1513,Erin Hogan,erin.hogan@example.com,2024-12-18,VIP
CUST-1514,Brett Walker,brett.walker@example.com,2023-03-23,REGULAR
CUST-1515,Kristin Watts,kristin.watts@example.com,2023-06-20,PREMIUM
CUST-1516,James Ford,james.ford@example.com,2023-04-16,REGULAR
CUST-1517,Melissa Hernandez,melissa.hernandez@example.com,2023-03-07,PREMIUM
CUST-1518,Mrs. Elizabeth Knapp MD,mrs..elizabeth.knapp.md@example.com,2024-07-15,REGULAR
CUST-1519,Monica Bailey,monica.bailey@example.com,2023-01-27,PREMIUM
CUST-1520,Richard Boyd,richard.boyd@example.com,2024-06-20,REGULAR
CUST-1521,Brent Bowen,brent.bowen@example.com,2023-04-17,PREMIUM
CUST-1522,Austin Williams,austin.williams@example.com,2024-09-24,REGULAR
CUST-1523,Alison Cooper,alison.cooper@example.com,2023-03-28,VIP
CUST-1524,Robert Spears,robert.spears@example.com,2025-08-11,PREMIUM
CUST-1525,Kelli Arnold,kelli.arnold@example.com,2023-11-13,REGULAR
CUST-1526,Jeffery Murray,jeffery.murray@example.com,2023-09-11,VIP
CUST-1527,Lori Lopez,lori.lopez@example.com,2023-10-18,PREMIUM
CUST-1528,Jennifer Mclaughlin,jennifer.mclaughlin@example.com,2024-10-03,REGULAR
CUST-1529,Joanna Jordan,joanna.jordan@example.com,2023-05-15,VIP
CUST-1530,Daniel Ramirez,daniel.ramirez@example.com,2025-05-08,REGULAR
CUST-1531,Rebecca Ray,rebecca.ray@example.com,2023-01-30,REGULAR
CUST-1532,Kimberly Diaz,kimberly.diaz@example.com,2024-11-10,PREMIUM
CUST-1533,Brian Lambert,brian.lambert@example.com,2025-05-31,PREMIUM
CUST-1534,Vincent Edwards MD,vincent.edwards.md@example.com,2025-06-03,PREMIUM
CUST-1535,Brian Bell,brian.bell@example.com,2024-04-23,VIP
CUST-1536,Christopher Nunez,christopher.nunezexample.com,2025-08-15,PREMIUM
CUST-1537,Tamara Lawrence,tamara.lawrence@example.com,2024-07-15,PREMIUM
CUST-1538,Emily Allen,emily.allen@example.com,2023-05-19,VIP
CUST-1539,James Thomas,james.thomas@example.com,2024-07-06,REGULAR
CUST-1540,Kyle Andrews,kyle.andrews@example.com,2024-08-28,VIP
CUST-1541,John Medina,john.medina@example.com,2024-04-12,VIP
CUST-1542,Tara Thompson,tara.thompson@example.com,2025-02-05,VIP
CUST-1543,Dylan Lopez,dylan.lopez@example.com,2025-06-17,VIP
CUST-1544,Lisa Glenn,lisa.glenn@example.com,2024-03-21,VIP
CUST-1545,Kari Lee,kari.lee@example.com,2024-10-17,VIP
CUST-1546,Justin Delgado,justin.delgado@example.com,2024-06-30,PREMIUM
CUST-1547,John Mckinney,john.mckinney@example.com,2025-07-19,PREMIUM
CUST-1548,Christopher Cunningham,christopher.cunningham@example.com,2024-05-08,VIP
CUST-1549,Connie Johnson,connie.johnson@example.com,2023-08-21,REGULAR
CUST-1550,Dylan Norman,dylan.norman@example.com,2024-03-28,PREMIUM
